date	kind	id	source	query_or_seed	direction	hits	screened	included_keys	excluded_keys	notes
2026-08-09	snowball	vandinter2021-forward	openalex	doi:10.1016/j.infsof.2021.106589	forward	413	413	doi:10.1002/widm.1569,doi:10.1007/978-3-030-99736-6_39,doi:10.1007/978-3-031-16474-3_5,doi:10.1007/978-3-031-98290-3_28,doi:10.1007/978-981-97-9443-0_14,doi:10.1007/s10567-025-00519-5,doi:10.1007/s11121-026-01885-4,doi:10.1007/s12525-025-00754-2,doi:10.1007/s44163-025-00628-8,doi:10.1016/j.asoc.2021.107765,doi:10.1016/j.eswa.2021.115261,doi:10.1016/j.infsof.2025.107757,doi:10.1016/j.jclepro.2023.137741,doi:10.1016/j.procs.2023.08.149,doi:10.1016/j.softx.2025.102198,doi:10.1080/24750158.2022.2087954,doi:10.1093/jamiaopen/ooae139,doi:10.1101/2021.09.30.462652,doi:10.1101/2023.02.20.23286179,doi:10.1101/2024.12.02.24318184,doi:10.1108/emjb-03-2024-0055,doi:10.1109/bigdata55660.2022.10020376,doi:10.1109/fie63693.2025.11328649,doi:10.1109/iccsm66818.2025.00027,doi:10.1109/icprs58416.2023.10179038,doi:10.1142/s0218213024500234,doi:10.1145/3641555.3705184,doi:10.1155/2022/6933523,doi:10.1177/18911803261469813,doi:10.1186/s12874-025-02631-0,doi:10.1186/s13643-023-02421-z,doi:10.1200/cci.21.00129,doi:10.1371/journal.pone.0329349,doi:10.14324/lre.22.1.40,doi:10.18260/1-2--47414,doi:10.21105/joss.07616,doi:10.21203/rs.3.rs-2497596/v1,doi:10.21203/rs.3.rs-3119345/v1,doi:10.21203/rs.3.rs-3288515/v1,doi:10.21203/rs.3.rs-3425312/v1,doi:10.21203/rs.3.rs-7078540/v1,doi:10.2196/preprints.57648,doi:10.2478/minib-2025-0007,doi:10.3390/app14093842,doi:10.3390/s25020464,doi:10.48009/4_iis_2021_320-329,doi:10.5753/sbes.2025.11612,doi:10.7717/peerj-cs.3882	doi:10.1002/bse.70038,doi:10.1002/sd.71195,doi:10.1007/978-3-032-00549-6_16,doi:10.1007/978-981-97-0169-8_52,doi:10.1007/s13272-025-00818-1,doi:10.1007/s43621-025-01480-7,doi:10.1007/s44163-023-00065-5,doi:10.1007/s44163-025-00432-4,doi:10.1016/j.autcon.2025.106346,doi:10.1016/j.bcra.2025.100347,doi:10.1016/j.dsm.2024.09.005,doi:10.1016/j.jpowsour.2024.234674,doi:10.1016/j.procs.2025.04.122,doi:10.1080/13600869.2025.2497630,doi:10.1093/toxsci/kfad134,doi:10.1101/2023.07.11.548354,doi:10.1109/access.2023.3326101,doi:10.1109/icced64257.2024.10983111,doi:10.1109/icctech66294.2025.00027,doi:10.1109/icecet61485.2024.10698379,doi:10.1109/icimtech67074.2025.11265175,doi:10.1109/mts.2025.3558666,doi:10.1109/tits.2026.3678653,doi:10.1109/tpwrd.2026.3673645,doi:10.1142/s2811032323300025,doi:10.1145/3745019,doi:10.1155/2023/6660983,doi:10.11591/eei.v13i2.6077,doi:10.1371/journal.pone.0304317,doi:10.21203/rs.3.rs-2292464/v1,doi:10.21203/rs.3.rs-2292464/v2,doi:10.21203/rs.3.rs-5277729/v1,doi:10.21203/rs.3.rs-5975490/v1,doi:10.30953/thmt.v9.459,doi:10.32604/cmes.2025.059152,doi:10.33578/jpfkip.v14i6.852-870,doi:10.3390/agriculture16141518,doi:10.3390/app16147303,doi:10.3390/biomimetics10110723,doi:10.3390/fire9030131,doi:10.3390/jcs8040131,doi:10.3390/sci7030124,doi:10.3390/w17202994,doi:10.51214/biis.v4i2.1657,doi:10.5954/icarob.2023.gs3-4	seed-key:doi:10.1016/j.infsof.2021.106589
2026-08-09	snowball	woelfle2024-backward	openalex	doi:10.1016/j.jclinepi.2024.111533	backward	21	21		doi:10.1093/jamia/ocv044	seed-key:doi:10.1016/j.jclinepi.2024.111533
2026-08-09	snowball	woelfle2024-forward	openalex	doi:10.1016/j.jclinepi.2024.111533	forward	33	33	doi:10.1016/j.nepr.2025.104614,doi:10.1097/ajn.0000000000000288,doi:10.12688/f1000research.179775.1,doi:10.64898/2026.01.23.701317	doi:10.1007/978-3-032-29842-3_34,doi:10.1007/s00146-025-02805-w,doi:10.1038/s41746-026-02382-2,doi:10.1111/1742-6723.70243,doi:10.1177/20552076261462624	seed-key:doi:10.1016/j.jclinepi.2024.111533
2026-08-09	audit	batch-alias-resolutions	record							13 version-alias pairs resolved (aliases E6-duplicate-or-superseded; canonicals keep merit dispositions), 11 unresolved-reference t:-slug artifacts dropped as already-tracked, 1 malformed double-DOI key repaired to doi:10.18419/opus-18222; pair list in git: .scratch integrity-decisions.tsv of this batch
2026-08-09	audit	published-replaces-preprint	record							promoted-key:doi:10.34172/hpp.2023.22 superseded-key:doi:10.1101/2023.06.13.23291311 (published version replaces included medRxiv preprint; superseded key retained as E6 row)
2026-08-09	audit	parked-rescreen-resolutions	record							12 standing parked rows re-screened: promoted doi:10.1007/s00228-022-03329-8,doi:10.1007/s13042-022-01710-8,doi:10.1016/j.artmed.2021.102098 to included; doi:10.1016/j.jval.2023.09.2185,doi:10.1200/cci-24-00311 excluded; 7 remain parked
2026-08-09	audit	snowball-prefilter-parked	record							64 abstract-less title-vocab-passing chase rows parked per protocol, re-screened next update: doi:10.1007/s00799-015-0156-0,t:proceduresforperformingsystematicreviews,doi:10.1016/j.rtbm.2026.101806,doi:10.1016/s0146-0005(97)80013-4,doi:10.1038/d41586-021-03690-1,doi:10.1016/j.infsof.2016.09.002,doi:10.1016/j.infsof.2020.106257,doi:10.1016/j.infsof.2020.106298,doi:10.1016/j.infsof.2020.106293,doi:10.1007/s10664-021-09992-2,doi:10.1016/j.jss.2021.111044,doi:10.1016/j.jss.2021.111081,doi:10.1007/s10270-022-01050-9,doi:10.1016/j.jss.2023.111796,doi:10.1038/nature25753,doi:10.1007/s10654-019-00576-5,doi:10.1016/j.jclinepi.2008.02.004,doi:10.1016/j.jclinepi.2015.08.032,doi:10.1016/j.jclinepi.2017.08.010,doi:10.1016/j.jval.2019.09.1736,doi:10.1016/j.eururo.2021.03.016,doi:10.1016/j.critrevonc.2022.103706,doi:10.46658/jbirm-17-04,doi:10.1016/j.jclinepi.2022.05.001,doi:10.1016/j.jclinepi.2022.09.020,doi:10.1016/j.infsof.2012.04.003,doi:10.1016/j.jbi.2013.10.005,doi:10.1016/j.artmed.2010.10.005,doi:10.1016/j.ajp.2011.03.003,doi:10.1016/j.artmed.2012.05.002,doi:10.1016/j.jclinepi.2004.11.024,doi:10.1016/j.infsof.2010.05.003,doi:10.1016/j.jclinepi.2008.10.016,doi:10.1016/j.jbi.2016.10.014,doi:10.1016/j.compag.2018.12.044,doi:10.1016/j.cities.2024.105169,doi:10.1016/j.envdev.2024.101019,doi:10.1016/j.is.2023.102231,doi:10.1007/s11069-024-07064-4,doi:10.1016/j.ijme.2025.101283,doi:10.1007/s12530-023-09494-0,doi:10.1007/s10796-023-10432-3,doi:10.1007/s13744-025-01268-4,doi:10.6007/ijarbss/v14-i12/24160,doi:10.1007/s11105-023-01373-x,doi:10.1007/s10869-023-09890-y,doi:10.1016/j.technovation.2023.102903,doi:10.1016/j.enbuild.2025.116238,doi:10.1007/978-3-031-56481-9_22,doi:10.1007/978-3-031-07472-1_8,doi:10.1007/978-3-662-69306-3_4,doi:10.1063/5.0154563,doi:10.1007/978-3-031-66982-8_5,doi:10.1007/s00210-025-04139-2,doi:10.1016/j.knosys.2025.114344,doi:10.1016/j.watres.2025.124530,doi:10.2139/ssrn.5526753,doi:10.1016/b978-0-443-29210-1.00069-8,doi:10.1007/978-3-032-07718-9_52,doi:10.1016/j.cose.2026.104869,doi:10.1007/s42087-026-00647-6,doi:10.2139/ssrn.5254765,t:theprisma2020statementanupdatedguidelineforreportingsystematicreviews,doi:10.3233/jnd-200546
2026-08-09	audit	batch-rediscovery	record							doi:10.21203/rs.3.rs-9590065/v1 (Audax) re-surfaced by snowball and independently re-included by both passes; already included since v1; no-op
2026-08-09	snowball	vandinter2021-backward-primary	crossref	doi:10.1016/j.infsof.2021.106589	backward	92	34		t:automatedliteratureanalysisthreatsandexperiences,t:thesignificantcostofsystematicreviewsandmetaanalysesacallforgreaterinvolvementof,t:amachinelearningapproachforsemiautomatedsearchandselectioninliteraturestudies,t:automaticbooleanqueryrefinementforsystematicreviewliteraturesearch,t:automationinsystematicscopingandrapidreviewsbyannlptoolkitacasestudyinenhancedli,t:linkeddataapproachforselectionprocessautomationinsystematicreviews,doi:10.1007/s11219-017-9386-2,doi:10.1371/journal.pmed.1001603,doi:10.7326/0003-4819-147-4-200708210-00179,t:avisualanalysisapproachtoupdatesystematicreviews,t:analysingtheuseofgraphstorepresenttheresultsofsystematicreviewsinsoftwareenginee,t:avisualtextminingapproachforsystematicreviews,t:textminingtechniquesandtoolsforsystematicliteraturereviewsasystematicliteraturer,t:acriticalanalysisofstudiesthataddresstheuseoftextminingforcitationscreeninginsys,t:anexplorationoftheuseoftextminingsoftwareinsystematicreviews,t:ahybridfeatureselectionrulemeasureanditsapplicationtosystematicreview,t:amethodtosupportsearchstringbuildinginsystematicliteraturereviewsthroughvisualte,t:arankingbasedapproachforsupportingtheinitialselectionofprimarystudiesinasystemat,t:activelearningforbiomedicalcitationscreening,t:enhancingacademicliteraturereviewthroughrelevancerecommendationusingbibliometric,t:thecanonicalmodelofstructurefordataextractioninsystematicreviewsofscientificrese,t:usingrulebasedclassifiersinsystematicreviewsasemanticclassassociationrulesapproa,t:usingvisualtextminingtosupportthestudyselectionactivityinsystematicliteraturerev,t:applyingsystematicreviewstodiversestudytypesanexperiencereport,t:experiencesconductingsystematicreviewsfromnovicesperspective,t:thechallengeofhighrecallinbiomedicalsystematicsearch,doi:10.1080/01421590220145707,t:systematicreviewsneedsystematicsearchers,doi:10.1186/s13643-016-0315-4,t:dataextractionerrorsinmetaanalysesthatusestandardizedmeandifferences,t:developingsearchstrategiesfordetectingrelevantexperimentsforsystematicreviews	seed-key:doi:10.1016/j.infsof.2021.106589; primary-complete; publisher-deposited bibliography; parked-keys:doi:10.1109/access.2020.2983656
2026-08-09	audit	vandinter-primary-date-rule	record							primary-complete backward chase of vandinter2021: 31 rows with verifiable pre-2020 years coded E4-before-window by the adjudicator under the mechanical date rule (no screening pass needed); 1 abstract-less 2020 row parked; 2 unresolved-reference t:-slug artifacts dropped as already-tracked; 36 rows already in catalog
2026-08-09	audit	deepread-scope-correction	record							reclassified-key:doi:10.2139/ssrn.7244698; doi:10.2139/ssrn.7244698 (West, Judgment Cost Theory meta-analysis) reclassified included -> excluded E2-generic-nlp-no-synthesis-framing: deep-read triage of the full abstract (screening saw a 600-char truncation) shows a domain meta-analysis of AI-adoption decision burden that used LLM reviewer-agents in its own conduct, not a work about evidence-synthesis methods; disclosed-adoption instance retained in the norms synthesis
2026-08-09	snowball	akinseloyin2026-forward	openalex	doi:10.1093/biomethods/bpag006	forward	3	3		doi:10.64898/2026.02.08.26345860	seed-key:doi:10.1093/biomethods/bpag006; critical-set designation chase; 2 of 3 already included
2026-08-09	snowball	akinseloyin2026-backward	openalex	doi:10.1093/biomethods/bpag006	backward	0	0			seed-key:doi:10.1093/biomethods/bpag006; implausibly-empty OpenAlex bibliography; primary-complete re-chase in next row
2026-08-09	snowball	akinseloyin2026-backward-primary	crossref	doi:10.1093/biomethods/bpag006	backward	61	34		doi:10.1002/jrsm.1237,doi:10.1002/sim.1190,doi:10.1136/bmjopen-2016-012545,doi:10.1145/1835804.1835829,doi:10.1186/2046-4053-4-6,doi:10.1186/s13643-017-0644-y,doi:10.14573/altex.1902131,doi:10.3233/ida-2002-6504	seed-key:doi:10.1093/biomethods/bpag006; primary-complete; publisher-deposited bibliography; 20 already cataloged, 8 pre-2020 refs coded E4 by the date rule, 1 in-window abstract-less rows parked, 0 new candidates; parked-keys:doi:10.1186/s12874-020-0897-3
2026-08-09	audit	title-prefilter-recall-gap	record							snowball title-vocabulary prefilter drops a work whose title carries no genre term even when its abstract is on-topic: doi:10.64898/2026.02.08.26345860 (SCOUT, uncertainty-triangulation deferral) was recovered only by manual inspection of the akinseloyin2026 forward chase and coded E2-generic-nlp-no-synthesis-framing on its merits (clinical decision support, not evidence synthesis); the gap is a recall limitation of the snowball prefilter, disclosed in protocol.md and the manuscript limitations
2026-08-09	audit	screening-pass-quality-failure	record							two exclusion-first screening passes (chunks 2 and 3, smaller tier) returned keyword-heuristic output rather than judgments — one written as an explicit classifier program, one emitting 97 decisions across 7 template justifications; both discarded and re-run under an explicit no-heuristic instruction before adjudication. Detected by an orchestrator check on distinct justifications per decision. Disclosed in the manuscript method and limitations; subtler instances in surviving passes cannot be excluded
2026-08-09	audit	critical-set-amendment	record							akinseloyin2026 (doi:10.1093/biomethods/bpag006) designated critical after its deep read showed it to be the closest work on RQ4, bringing the critical set to 12; both chases run immediately per the critical-set contract (log rows akinseloyin2026-backward, -forward, -backward-primary). Amends the critical-set-designation row above, which enumerates the original 11
