rank	openalex_id	year	doi	title	venue	type	abstract
36	W4388671894	2023	https://doi.org/10.3389/fdata.2023.1274831	Integrating geometries of ReLU feedforward neural networks	Frontiers in Big Data	article	This paper investigates the integration of multiple geometries present within a ReLU-based neural network. A ReLU neural network determines a piecewise affine linear continuous map, M , from an input space ℝ m to an output space ℝ n . The piecewise behavior corresponds to a polyhedral decomposition of ℝ m . Each polyhedron in the decomposition can be labeled with a binary vector (whose length equals the number of ReLU nodes in the network) and with an affine linear function (which agrees with M when restricted to points in the polyhedron). We develop a toolbox that calculates the binary vector for a polyhedra containing a given data point with respect to a given ReLU FFNN. We utilize this binary vector to derive bounding facets for the corresponding polyhedron, extraction of “active” bits within the binary vector, enumeration of neighboring binary vectors, and visualization of the polyhedral decomposition (Python code is available at https://github.com/cglrtrgy/GoL_Toolbox ). Polyhedra in the polyhedral decomposition of ℝ m are neighbors if they share a facet. Binary vectors for neighboring polyhedra differ in exactly 1 bit. Using the toolbox, we analyze the Hamming distance between the binary vectors for polyhedra containing points from adversarial/nonadversarial datasets revealing distinct geometric properties. A bisection method is employed to identify sample points with a Hamming distance of 1 along the shortest Euclidean distance path, facilitating the analysis of local geometric interplay between Euclidean geometry and the polyhedral decomposition along the path. Additionally, we study the distribution of Chebyshev centers and related radii across different polyhedra, shedding light on the polyhedral shape, size, clustering, and aiding in the understanding of decision boundaries.
37	W4417515179	2026	https://doi.org/10.1016/j.compchemeng.2026.109589	YANNs: Y-wise affine neural networks for exact and efficient representations of piecewise linear functions	Computers & Chemical Engineering	article	
38	W2562035209	2016	https://doi.org/10.5772/62611	Perusal of the Finite Element Method	InTech eBooks	book	The finite element method (FEM) is a numerical technique for finding approximate solutions to different numerical problems. The practical applications of FEM are known as finite element analysis (FEA). FEA is a good choice for analyzing problems over complicated domains. The first three chapters of this book contribute to the development of new FE techniques by examining a few key hurdles of the FEM and proposing techniques to mitigate them. The next four chapters focus on the close connection between the development of a new technique and its implementation. Current state-of-the-art software packages for FEA allow the construction, refinement, and optimization of entire designs before manufacturing. This is convincingly demonstrated in the last three chapters of the book with examples from the field of biomechanical engineering. This book presents a current research by highlighting the vitality and potential of the finite elements for the future development of more efficient numerical techniques, new areas of application, and FEA's important role in practical engineering.
39	W4389363941	2023	https://doi.org/10.48550/arxiv.2312.01648	Characterizing Large Language Model Geometry Helps Solve Toxicity Detection and Generation	arXiv (Cornell University)	preprint	Large Language Models (LLMs) drive current AI breakthroughs despite very little being known about their internal representations. In this work, we propose to shed the light on LLMs inner mechanisms through the lens of geometry. In particular, we develop in closed form $(i)$ the intrinsic dimension in which the Multi-Head Attention embeddings are constrained to exist and $(ii)$ the partition and per-region affine mappings of the feedforward (MLP) network of LLMs' layers. Our theoretical findings further enable the design of novel principled solutions applicable to state-of-the-art LLMs. First, we show that, through our geometric understanding, we can bypass LLMs' RLHF protection by controlling the embedding's intrinsic dimension through informed prompt manipulation. Second, we derive interpretable geometrical features that can be extracted from any (pre-trained) LLM, providing a rich abstract representation of their inputs. We observe that these features are sufficient to help solve toxicity detection, and even allow the identification of various types of toxicity. Our results demonstrate how, even in large-scale regimes, exact theoretical results can answer practical questions in LLMs. Code: https://github.com/RandallBalestriero/SplineLLM
40	W2126050937	2013		Methods in Hypothesis Testing, Markov Chain Monte Carlo and Neuroimaging Data Analysis	Digital Access to Scholarship at Harvard (DASH) (Harvard University)	dissertation	This thesis presents three distinct topics: a modified K-S test for autocorrelated data, improving MCMC convergence rate with residual augmentations, and resting state fMRI data analysis. In Chapter 1, we present a modified K-S test to adjust for sample autocorrelation. We first demonstrate that the original K-S test does not have the nominal type one error rate when applied to autocorrelated samples. Then the notion of mixing conditions and Billingsley's theorem are reviewed. Based on these results, we suggest an effective sample size formula to adjust sample autocorrelation. Extensive simulation studies are presented to demonstrate that this modified K-S test has the nominal type one error as well as reasonable power for various autocorrelated samples. An application to an fMRI data set is presented in the end. In Chapter 2 of this thesis, we present the work on MCMC sampling. Inspired by a toy example of random effect model, we find there are two ways to boost the efficiency of MCMC algorithms: direct and indirect residual augmentations. We first report theoretical investigations under a class of normal/independece models, where we find an intriguing phase transition type of phenomenon. Then we present an application of the direct residual augmentations to the probit regression, where we also include a numerical comparison with other existing algorithms.
41	W4410808706	2025	https://doi.org/10.1186/s40478-025-02030-y	Operationalizing postmortem pathology-MRI association studies in Alzheimer’s disease and related disorders with MRI-guided histology sampling	Acta Neuropathologica Communications	article	Postmortem neuropathological examination, while the gold standard for diagnosing neurodegenerative diseases, often relies on limited regional sampling that may miss critical areas affected by Alzheimer's disease and related disorders. Ultra-high resolution postmortem MRI can help identify regions that fall outside the diagnostic sampling criteria for additional histopathologic evaluation. However, there are no standardized guidelines for integrating histology and MRI in a traditional brain bank. We developed a comprehensive protocol for whole hemisphere postmortem 7T MRI-guided histopathological sampling with whole-slide digital imaging and histopathological analysis, providing a reliable pipeline for high-volume brain banking in heterogeneous brain tissue. Our method uses patient-specific 3D printed molds built from postmortem MRI, allowing standardized tissue processing with a permanent spatial reference frame. To facilitate pathology-MRI association studies, we created a semi-automated MRI to histology registration pipeline and developed a quantitative pathology scoring system using weakly supervised deep learning. We validated this protocol on a cohort of 29 brains with diagnosis on the AD spectrum that revealed correlations between cortical thickness and phosphorylated tau accumulation. This pipeline has broad applicability across neuropathological research and brain banking, facilitating large-scale studies that integrate histology with neuroimaging. The innovations presented here provide a scalable and reproducible approach to studying postmortem brain pathology, with implications for advancing diagnostic and therapeutic strategies for Alzheimer's disease and related disorders.
42	W849374868	2009	https://doi.org/10.53846/goediss-2484	Sampling Inequalities and Applications	eDiss (Georg-August-Universität Göttingen)	dissertation	Sampling Ungleichungen quantifizieren die Beobachtung, dass eine differenzierbare Funktion global kleine Werte annehmen muss, wenn sie auf einer hinreichend dichten diskreten Menge kleine Werte produziert und beschränkte höhere Ableitungen hat.Solche Abschätzungen führen zu a priori Fehlerabschätzungen für verschiedenste Rekonstruktionsprobleme, wie sie zum Beispiel in der Lerntheorie oder bei Lösungsverfahren für partielle Differentialgleichungen auftreten. In dieser Arbeit beweisen wir verschiedene neue Sampling Ungleichungen. Dazu gehören klassische Sampling Ungleichungen für Funktionen mit speziellen Glätteeigenschaften und Sampling Ungleichungen für allgemeinere schwache diskrete Werte einer Funktion.Außerdem präsentieren wir Methoden zur deterministischen Fehleranalyse einiger gängiger Approximationsverfahren, basierend auf Sampling Ungleichungen. Hierzu zeigen wir ein gitterfreies Analogon zu inversen Ungleichungen aus der Theorie der Finiten Elemente. Wir beweisen solche Bernstein-Ungleichungen für endlich dimensionale Räume, die von Translaten einer radialen Basisfunktionen mit algebraisch abklingenden Fouriertransformierten erzeugt werden. Die Ungleichungen schätzen eine starke Norm gegen eine schwächere Norm multipliziert mit einer Konstante ab, für die wir eine explizite obere Schranke in Abhängigkeit der Geometrie der diskreten Stützstellen angeben. Sampling Ungleichungen und inverse Abschätzungen zusammen liefern eine Technik, um Konvergenzraten für unsymmetrische Kern-basierte Rekonstruktionsverfahren zu beweisen.
43	W4361857888	2023	https://doi.org/10.1007/978-3-031-27818-1_42	Low-Light Image Enhancement Based on U-Net and Haar Wavelet Pooling	Lecture notes in computer science	conference-paper	
44	W899012251	2012	https://doi.org/10.15480/882.1111	Device-oriented modeling and simulation in aircraft energy systems design	elib (German Aerospace Center)	dissertation	Flugzeughersteller erkennen, dass eine globale Optimierung des gesamten Flugzeuges der einzig verbleibende Weg ist, substantielle Verbesserungen zu erreichen. Daher wird in dieser Arbeit eine Methode für den Entwurf global optimierter Flugzeugenergiesysteme entwickelt und für Klima und -kühlsysteme umgesetzt. Sie erlaubt es, gleichzeitig eine optimale Systemarchitektur und eine energieoptimale Steuerung zu entwerfen. Die hierbei eingesetzten gleichungsbasierten Modellierungssprachen werden dazu in zwei Bereichen weiterentwickelt. Dies ist die mathematischnumerische Abbildung von an Stoßströme gebundenen Energiezustandsgrößen und die Initialisierung großer dierential-algebraischer Gleichungssysteme.
45	W2998001803	2022	https://doi.org/10.4171/msl/28	Deep learning architectures for nonlinear operator functions and nonlinear inverse problems	Mathematical Statistics and Learning	article	We develop a theoretical analysis for special neural network architectures, termed operator recurrent neural networks , for approximating nonlinear functions whose inputs are linear operators. Such functions commonly arise in solution algorithms for inverse boundary value problems. Traditional neural networks treat input data as vectors, and thus they do not effectively capture the multiplicative structure associated with the linear operators that correspond to the data in such inverse problems. We therefore introduce a new family that resembles a standard neural network architecture, but where the input data acts multiplicatively on vectors. Motivated by compact operators appearing in boundary control and the analysis of inverse boundary value problems for the wave equation, we promote structure and sparsity in selected weight matrices in the network. After describing this architecture, we study its representation properties as well as its approximation properties.We furthermore show that an explicit regularization can be introduced that can be derived from the mathematical analysis of the mentioned inverse problems, and which leads to certain guarantees on the generalization properties. We observe that the sparsity of the weight matrices improves the generalization estimates. Lastly, we discuss how operator recurrent networks can be viewed as a deep learning analogue to deterministic algorithms such as boundary control for reconstructing the unknown wave speed in the acoustic wave equation from boundary measurements.
