rank	openalex_id	year	doi	title	venue	type	abstract
35	W2964071174	2018	https://doi.org/10.18653/v1/d18-1348	Zero-shot User Intent Detection via Capsule Neural Networks		conference-paper	User intent detection plays a critical role in question-answering and dialog systems. Most previous works treat intent detection as a classification problem where utterances are labeled with predefined intents. However, it is labor-intensive and time-consuming to label users' utterances as intents are diversely expressed and novel intents will continually be involved. Instead, we study the zero-shot intent detection problem, which aims to detect emerging user intents where no labeled utterances are currently available. We propose two capsule-based architectures: INTENT-CAPSNET that extracts semantic features from utterances and aggregates them to discriminate existing intents, and INTENTCAPSNET-ZSL which gives INTENTCAPSNET the zero-shot learning ability to discriminate emerging intents via knowledge transfer from existing intents. Experiments on two real-world datasets show that our model not only can better discriminate diversely expressed existing intents, but is also able to discriminate emerging intents when no labeled utterances are available.
36	W2566971417	2017	https://doi.org/10.1016/j.physrep.2017.07.007	Random walks and diffusion on networks	Physics Reports	article	Random walks are ubiquitous in the sciences, and they are interesting from both theoretical and practical perspectives. They are one of the most fundamental types of stochastic processes; can be used to model numerous phenomena, including diffusion, interactions, and opinions among humans and animals; and can be used to extract information about important entities or dense groups of entities in a network. Random walks have been studied for many decades on both regular lattices and (especially in the last couple of decades) on networks with a variety of structures. In the present article, we survey the theory and applications of random walks on networks, restricting ourselves to simple cases of single and non-adaptive random walkers. We distinguish three main types of random walks: discrete-time random walks, node-centric continuous-time random walks, and edge-centric continuous-time random walks. We first briefly survey random walks on a line, and then we consider random walks on various types of networks. We extensively discuss applications of random walks, including ranking of nodes (e.g., PageRank), community detection, respondent-driven sampling, and opinion models such as voter models.
37	W2789106493	2018	https://doi.org/10.1063/1.5027645	DeePCG: Constructing coarse-grained models via deep neural networks	The Journal of Chemical Physics	article	We introduce a general framework for constructing coarse-grained potential models without ad hoc approximations such as limiting the potential to two- and/or three-body contributions. The scheme, called the Deep Coarse-Grained Potential (abbreviated DeePCG), exploits a carefully crafted neural network to construct a many-body coarse-grained potential. The network is trained with full atomistic data in a way that preserves the natural symmetries of the system. The resulting model is very accurate and can be used to sample the configurations of the coarse-grained variables in a much faster way than with the original atomistic model. As an application, we consider liquid water and use the oxygen coordinates as the coarse-grained variables, starting from a full atomistic simulation of this system at the ab initio molecular dynamics level. We find that the two-body, three-body, and higher-order oxygen correlation functions produced by the coarse-grained and full atomistic models agree very well with each other, illustrating the effectiveness of the DeePCG model on a rather challenging task.
38	W2899125647	2018	https://doi.org/10.1016/j.physrep.2018.10.005	Complex network approaches to nonlinear time series analysis	Physics Reports	article	
39	W3136454200	2021	https://doi.org/10.1109/comst.2021.3067807	Survey on Network Slicing for Internet of Things Realization in 5G Networks	IEEE Communications Surveys & Tutorials	article	Internet of Things (IoT) is an emerging technology that makes people's lives smart by conquering a plethora of diverse application and service areas. In near future, the fifth-generation (5G) wireless networks provide the connectivity for this IoT ecosystem. It has been carefully designed to facilitate the exponential growth in the IoT field. Network slicing is one of the key technologies in the 5G architecture that has the ability to divide the physical network into multiple logical networks (i.e., slices) with different network characteristics. Therefore, network slicing is also a key enabler of realisation of IoT in 5G. Network slicing can satisfy the various networking demands by heterogeneous IoT applications via dedicated slices. In this survey, we present a comprehensive analysis of the exploitation of network slicing in IoT realisation. We discuss network slicing utilisation in different IoT application scenarios, along with the technical challenges that can be solved via network slicing. Furthermore, integration challenges and open research problems related to the network slicing in the IoT realisation are also discussed in this paper. Finally, we discuss the role of other emerging technologies and concepts, such as blockchain and Artificial Intelligence/Machine Learning (AI/ML) in network slicing and IoT integration.
40	W2929612105	2019	https://doi.org/10.1109/access.2019.2909490	Quantum Machine Learning for 6G Communication Networks: State-of-the-Art and Vision for the Future	IEEE Access	article	The upcoming fifth generation (5G) of wireless networks is expected to lay a foundation of intelligent networks with the provision of some isolated artificial intelligence (AI) operations. However, fully intelligent network orchestration and management for providing innovative services will only be realized in Beyond 5G (B5G) networks. To this end, we envisage that the sixth generation (6G) of wireless networks will be driven by on-demand self-reconfiguration to ensure a many-fold increase in the network performance and service types. The increasingly stringent performance requirements of emerging networks may finally trigger the deployment of some interesting new technologies, such as large intelligent surfaces, electromagnetic-orbital angular momentum, visible light communications, and cell-free communications, to name a few. Our vision for 6G is a massively connected complex network capable of rapidly responding to the users' service calls through real-time learning of the network state as described by the network edge (e.g., base-station locations and cache contents), air interface (e.g., radio spectrum and propagation channel), and the user-side (e.g., battery-life and locations). The multi-state, multi-dimensional nature of the network state, requiring the real-time knowledge, can be viewed as a quantum uncertainty problem. In this regard, the emerging paradigms of machine learning (ML), quantum computing (QC), and quantum ML (QML) and their synergies with communication networks can be considered as core 6G enablers. Considering these potentials, starting with the 5G target services and enabling technologies, we provide a comprehensive review of the related state of the art in the domains of ML (including deep learning), QC, and QML and identify their potential benefits, issues, and use cases for their applications in the B5G networks. Subsequently, we propose a novel QC-assisted and QML-based framework for 6G communication networks while articulating its challenges and potential enabling technologies at the network infrastructure, network edge, air interface, and user end. Finally, some promising future research directions for the quantum- and QML-assisted B5G networks are identified and discussed.
41	W4324092353	2023	https://doi.org/10.3390/math11061369	A Review of Chaotic Systems Based on Memristive Hopfield Neural Networks	Mathematics	article	Since the Lorenz chaotic system was discovered in 1963, the construction of chaotic systems with complex dynamics has been a research hotspot in the field of chaos. Recently, memristive Hopfield neural networks (MHNNs) offer great potential in the design of complex, chaotic systems because of their special network structures, hyperbolic tangent activation function, and memory property. Many chaotic systems based on MHNNs have been proposed and exhibit various complex dynamical behaviors, including hyperchaos, coexisting attractors, multistability, extreme multistability, multi-scroll attractors, multi-structure attractors, and initial-offset coexisting behaviors. A comprehensive review of the MHNN-based chaotic systems has become an urgent requirement. In this review, we first briefly introduce the basic knowledge of the Hopfiled neural network, memristor, and chaotic dynamics. Then, different modeling methods of the MHNN-based chaotic systems are analyzed and discussed. Concurrently, the pioneering works and some recent important papers related to MHNN-based chaotic systems are reviewed in detail. Finally, we survey the progress of MHNN-based chaotic systems for application in various scenarios. Some open problems and visions for the future in this field are presented. We attempt to provide a reference and a resource for both chaos researchers and those outside the field who hope to apply chaotic systems in a particular application.
42	W2156466649	2012	https://doi.org/10.1162/jocn_a_00281	Intrinsic Architecture Underlying the Relations among the Default, Dorsal Attention, and Frontoparietal Control Networks of the Human Brain	Journal of Cognitive Neuroscience	article	Human cognition is increasingly characterized as an emergent property of interactions among distributed, functionally specialized brain networks. We recently demonstrated that the antagonistic "default" and "dorsal attention" networks--subserving internally and externally directed cognition, respectively--are modulated by a third "frontoparietal control" network that flexibly couples with either network depending on task domain. However, little is known about the intrinsic functional architecture underlying this relationship. We used graph theory to analyze network properties of intrinsic functional connectivity within and between these three large-scale networks. Task-based activation from three independent studies were used to identify reliable brain regions ("nodes") of each network. We then examined pairwise connections ("edges") between nodes, as defined by resting-state functional connectivity MRI. Importantly, we used a novel bootstrap resampling procedure to determine the reliability of graph edges. Furthermore, we examined both full and partial correlations. As predicted, there was a higher degree of integration within each network than between networks. Critically, whereas the default and dorsal attention networks shared little positive connectivity with one another, the frontoparietal control network showed a high degree of between-network interconnectivity with each of these networks. Furthermore, we identified nodes within the frontoparietal control network of three different types--default-aligned, dorsal attention-aligned, and dual-aligned--that we propose play dissociable roles in mediating internetwork communication. The results provide evidence consistent with the idea that the frontoparietal control network plays a pivotal gate-keeping role in goal-directed cognition, mediating the dynamic balance between default and dorsal attention networks.
43	W4362553764	2023	https://doi.org/10.1007/s11831-023-09899-9	On the Analyses of Medical Images Using Traditional Machine Learning Techniques and Convolutional Neural Networks	Archives of Computational Methods in Engineering	article	Convolutional neural network (CNN) has shown dissuasive accomplishment on different areas especially Object Detection, Segmentation, Reconstruction (2D and 3D), Information Retrieval, Medical Image Registration, Multi-lingual translation, Local language Processing, Anomaly Detection on video and Speech Recognition. CNN is a special type of Neural Network, which has compelling and effective learning ability to learn features at several steps during augmentation of the data. Recently, different interesting and inspiring ideas of Deep Learning (DL) such as different activation functions, hyperparameter optimization, regularization, momentum and loss functions has improved the performance, operation and execution of CNN Different internal architecture innovation of CNN and different representational style of CNN has significantly improved the performance. This survey focuses on internal taxonomy of deep learning, different models of vonvolutional neural network, especially depth and width of models and in addition CNN components, applications and current challenges of deep learning.
44	W4390777363	2024	https://doi.org/10.1088/2634-4386/ad1cd7	DYNAP-SE2: a scalable multi-core dynamic neuromorphic asynchronous spiking neural network processor	Neuromorphic Computing and Engineering	article	Abstract With the remarkable progress that technology has made, the need for processing data near the sensors at the edge has increased dramatically. The electronic systems used in these applications must process data continuously, in real-time, and extract relevant information using the smallest possible energy budgets. A promising approach for implementing always-on processing of sensory signals that supports on-demand, sparse, and edge-computing is to take inspiration from biological nervous system. Following this approach, we present a brain-inspired platform for prototyping real-time event-based spiking neural networks. The system proposed supports the direct emulation of dynamic and realistic neural processing phenomena such as short-term plasticity, NMDA gating, AMPA diffusion, homeostasis, spike frequency adaptation, conductance-based dendritic compartments and spike transmission delays. The analog circuits that implement such primitives are paired with a low latency asynchronous digital circuits for routing and mapping events. This asynchronous infrastructure enables the definition of different network architectures, and provides direct event-based interfaces to convert and encode data from event-based and continuous-signal sensors. Here we describe the overall system architecture, we characterize the mixed signal analog-digital circuits that emulate neural dynamics, demonstrate their features with experimental measurements, and present a low- and high-level software ecosystem that can be used for configuring the system. The flexibility to emulate different biologically plausible neural networks, and the chip’s ability to monitor both population and single neuron signals in real-time, allow to develop and validate complex models of neural processing for both basic research and edge-computing applications.
45	W2008008156	2013	https://doi.org/10.3389/fnins.2013.00178	Real-time classification and sensor fusion with a spiking deep belief network	Frontiers in Neuroscience	article	Deep Belief Networks (DBNs) have recently shown impressive performance on a broad range of classification problems. Their generative properties allow better understanding of the performance, and provide a simpler solution for sensor fusion tasks. However, because of their inherent need for feedback and parallel update of large numbers of units, DBNs are expensive to implement on serial computers. This paper proposes a method based on the Siegert approximation for Integrate-and-Fire neurons to map an offline-trained DBN onto an efficient event-driven spiking neural network suitable for hardware implementation. The method is demonstrated in simulation and by a real-time implementation of a 3-layer network with 2694 neurons used for visual classification of MNIST handwritten digits with input from a 128 × 128 Dynamic Vision Sensor (DVS) silicon retina, and sensory-fusion using additional input from a 64-channel AER-EAR silicon cochlea. The system is implemented through the open-source software in the jAER project and runs in real-time on a laptop computer. It is demonstrated that the system can recognize digits in the presence of distractions, noise, scaling, translation and rotation, and that the degradation of recognition performance by using an event-based approach is less than 1%. Recognition is achieved in an average of 5.8 ms after the onset of the presentation of a digit. By cue integration from both silicon retina and cochlea outputs we show that the system can be biased to select the correct digit from otherwise ambiguous input.
46	W3152249529	2021	https://doi.org/10.1109/tkde.2021.3068479	Personalized Route Recommendation With Neural Network Enhanced Search Algorithm	IEEE Transactions on Knowledge and Data Engineering	article	In this work, we study an important task in location-based services, namelyPersonalized Route Recommendation (PRR). Given a road network, the PRR task aims to generate user-specific route suggestions for replying to users’ route queries. A classic approach is to adapt search algorithms to construct pathfinding-like solutions. These methods typically focus on reducing search space with suitable heuristic strategies. For these search algorithms, heuristic strategies are often handcrafted, which are not flexible to work in complicated task settings. In addition, it is difficult to utilize useful context information in the search procedure. To develop a more principled solution to the PRR task, we propose to improve search algorithms with neural networks for solving the PRR task based on the widely used$A^{*}$algorithm. The main idea of our solution is to automatically learn the cost functions in$A^{*}$algorithms, which is the key of heuristic search algorithms. Our model consists of two main components. First, we employ attention-based Recurrent Neural Networks (RNN) to model the cost from the source to the candidate location by incorporating useful context information. Instead of learning a single cost value, the RNN component is able to learn a time-varying vectorized representation for the moving state of a user. Second, we propose to use an estimation network for predicting the cost from a candidate location to the destination. For capturing structural characteristics, the estimation network is built on top of position-aware graph attention networks. The two components are integrated in a principled way for deriving a more accurate cost of a candidate location for the$A^{*}$algorithm. Extensive experiment results on three real-world datasets have shown the effectiveness and robustness of the proposed model.
47	W4206211249	2021	https://doi.org/10.1109/access.2021.3133882	An Improved Hybrid Secure Multipath Routing Protocol for MANET	IEEE Access	article	Mobile ad hoc networks (MANETs) are self-organizing nodes in a mobile network that collaborate to form dynamic network architecture to establish connections. In MANET, data must traverse several intermediary nodes before reaching its destination. There must be security in place to prevent hostile nodes from accessing this data. Multiple methods were suggested in literature for securing routing; these techniques tackle different aspects of security. In order to enhance fault tolerance, wireless network multipath routing is typically used instead of the original single path routing. The routing protocol Genetic Algorithm with Hill climbing (GAHC) described in this article shows a hybrid GA-Hill Climbing algorithm that picks the optimal route in multipath. Prior to this in the beginning, the Improved fuzzy C-means algorithm method was built on density peak, and cluster heads (CHs) were chosen in a predicted manner, based on recent, indirect, and direct trust. The computation is based worth nodes are at the trust threshold found in addition. Even CHs take part in the alternate paths, the blend of all the many paths from these Cluster Heads that chooses the optimal route, which is based on the predicted hybrid protocol, as well as the optimum route’s aggregate features such as throughput, latency, and connection. This suggested technique requires a minimum amount of energy of 0.10 m joules and a small amount of delay time of 0.004 msec, which also yields a maximum throughput of 0.85 bits per second, a maximum detection rate of 91 percent and maximum packet delivery ratio of 89percent. The suggested approach was put through the paces with the selective packet dropping attack.
48	W2962814013	2020	https://doi.org/10.1109/comst.2020.2970550	Convergence of Edge Computing and Deep Learning: A Comprehensive Survey	IEEE Communications Surveys & Tutorials	article	Ubiquitous sensors and smart devices from factories and communities are generating massive amounts of data, and ever-increasing computing power is driving the core of computation and services from the cloud to the edge of the network. As an important enabler broadly changing people's lives, from face recognition to ambitious smart factories and cities, developments of artificial intelligence (especially deep learning, DL) based applications and services are thriving. However, due to efficiency and latency issues, the current cloud computing service architecture hinders the vision of “providing artificial intelligence for every person and every organization at everywhere”. Thus, unleashing DL services using resources at the network edge near the data sources has emerged as a desirable solution. Therefore, edge intelligence, aiming to facilitate the deployment of DL services by edge computing, has received significant attention. In addition, DL, as the representative technique of artificial intelligence, can be integrated into edge computing frameworks to build intelligent edge for dynamic, adaptive edge maintenance and management. With regard to mutually beneficial edge intelligence and intelligent edge, this paper introduces and discusses: 1) the application scenarios of both; 2) the practical implementation methods and enabling technologies, namely DL training and inference in the customized edge computing framework; 3) challenges and future trends of more pervasive and fine-grained intelligence. We believe that by consolidating information scattered across the communication, networking, and DL areas, this survey can help readers to understand the connections between enabling technologies while promoting further discussions on the fusion of edge intelligence and intelligent edge, i.e., Edge DL.
49	W4388802548	2023	https://doi.org/10.1016/j.eswa.2023.122513	High-dimensional memristive neural network and its application in commercial data encryption communication	Expert Systems with Applications	article	
50	W4406344036	2025	https://doi.org/10.3390/foods14020247	Application of Convolutional Neural Networks and Recurrent Neural Networks in Food Safety	Foods	article	This review explores the application of convolutional neural networks (CNNs) and recurrent neural networks (RNNs) in food safety detection and risk prediction. This paper highlights the advantages of CNNs in image processing and feature recognition, as well as the powerful capabilities of RNNs (especially their variant LSTM) in time series data modeling. This paper also makes a comparative analysis in many aspects: Firstly, the advantages and disadvantages of traditional food safety detection and risk prediction methods are compared with deep learning technologies such as CNNs and RNNs. Secondly, the similarities and differences between CNNs and fully connected neural networks in processing image data are analyzed. Furthermore, the advantages and disadvantages of RNNs and traditional statistical modeling methods in processing time series data are discussed. Finally, the application directions of CNNs in food safety detection and RNNs in food safety risk prediction are compared. This paper also discusses combining these deep learning models with technologies such as the Internet of Things (IoT), blockchain, and federated learning to improve the accuracy and efficiency of food safety detection and risk warning. Finally, this paper mentions the limitations of RNNs and CNNs in the field of food safety, as well as the challenges in the interpretability of the model, and suggests the use of interpretable artificial intelligence (XAI) technology to improve the transparency of the model.
